,anime_id,title,type,source,episodes,airing,aired_string,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,producer,studio,genre
175,35240,Princess Principal,TV,Original,12,False,"Jul 9, 2017 to Sep 24, 2017",25 min. per ep.,R - 17+ (violence & profanity),7.71,33779,1085.0,922,92722,609,Summer 2017,Sundays at 23:00 (JST),"Bandai Visual, Lantis, Movic, Tokyo MX, Q-Tec, Hakuhodo DY Music &amp; Pictures, Medicos Entertainment","Actas, Studio 3Hz","Action, Mystery, Historical"
178,1587,Tenpou Ibun: Ayakashi Ayashi,TV,Original,25,False,"Oct 7, 2006 to Mar 31, 2007",20 min. per ep.,R - 17+ (violence & profanity),7.0,3288,3582.0,3394,12136,20,Fall 2006,Unknown,"Aniplex, Mainichi Broadcasting System",Bones,"Supernatural, Demons, Historical"
180,10588,Persona 4 the Animation,TV,Game,25,False,"Oct 7, 2011 to Mar 30, 2012",25 min. per ep.,PG-13 - Teens 13 or older,7.63,76059,1278.0,479,167555,1748,Fall 2011,Unknown,"Aniplex, Mainichi Broadcasting System, ASCII Media Works, Index",AIC A.S.T.A.,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School"
191,6702,Fairy Tail,TV,Manga,175,False,"Oct 12, 2009 to Mar 30, 2013",24 min. per ep.,PG-13 - Teens 13 or older,8.08,423745,452.0,19,818652,37733,Fall 2009,Saturdays at 10:30 (JST),"TV Tokyo, Dentsu, Pony Canyon, Kodansha, DAX Production, Sakura Create","Satelight, A-1 Pictures","Action, Adventure, Comedy, Magic, Fantasy, Shounen"
194,19841,Super Seisyun Brothers,TV,Web manga,14,False,"Sep 14, 2013 to Dec 14, 2013",4 min. per ep.,PG-13 - Teens 13 or older,6.93,10578,3827.0,2514,22259,36,Fall 2013,Unknown,AIC,AIC Plus+,"Comedy, Josei, Slice of Life"
200,22225,Momo Kyun Sword,TV,Light novel,12,False,"Jul 9, 2014 to Sep 24, 2014",24 min. per ep.,R+ - Mild Nudity,5.66,6457,8089.0,2460,23317,20,Summer 2014,Unknown,flying DOG,"Project No.9, Tri-Slash","Comedy, Ecchi, Fantasy"
205,146,Kono Minikuku mo Utsukushii Sekai,TV,Original,12,False,"Apr 2, 2004 to Jun 18, 2004",24 min. per ep.,R+ - Mild Nudity,6.87,23159,4042.0,1601,46881,164,Spring 2004,Fridays at 00:30 (JST),"Geneon Universal Entertainment, TBS, Rondo Robe, Movic","Gainax, Shaft","Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi"
206,21267,Go! Go! 575,TV,Game,4,False,"Jan 10, 2014 to Jan 31, 2014",3 min. per ep.,PG-13 - Teens 13 or older,5.72,4795,7947.0,3880,8804,3,Winter 2014,Unknown,"Sega, Half H.P Studio","C2C, Lay-duce",Slice of Life
210,1483,Master Keaton,TV,Manga,24,False,"Oct 6, 1998 to Mar 29, 1999",23 min. per ep.,R - 17+ (violence & profanity),7.7,2684,1111.0,3338,12673,68,Fall 1998,Tuesdays at 00:50 (JST),"VAP, Shogakukan Productions",Madhouse,"Adventure, Mystery"
216,7082,Shugo Chara! Party!,TV,Manga,25,False,"Oct 3, 2009 to Mar 27, 2010",21 min. per ep.,PG - Children,6.71,23040,4731.0,1561,48456,253,Fall 2009,Unknown,"TV Tokyo, Sotsu",Satelight,"Comedy, Magic, School, Shoujo"
218,10521,Working&#039;!!,TV,4-koma manga,13,False,"Oct 1, 2011 to Dec 24, 2011",24 min. per ep.,PG-13 - Teens 13 or older,7.96,93040,609.0,516,156252,386,Fall 2011,Unknown,"Aniplex, Yomiuri Telecasting, Rakuonsha",A-1 Pictures,"Slice of Life, Comedy, Romance"
219,3335,Haikara-san ga Tooru,TV,Manga,42,False,"Jun 3, 1978 to Mar 31, 1979",24 min. per ep.,PG-13 - Teens 13 or older,7.37,318,2149.0,6820,2036,7,Summer 1978,Unknown,Asahi Broadcasting,Nippon Animation,"Slice of Life, Romance, Historical, Drama, Shoujo"
226,23229,Meshimase Lodoss-tou Senki: Sorette Oishii no?,TV,Unknown,13,False,"Apr 6, 2014 to Jun 29, 2014",2 min. per ep.,PG-13 - Teens 13 or older,5.71,185,7980.0,7360,1573,2,Spring 2014,Unknown,"Kadokawa Shoten, DAX Production","Studio Deen, Studio Hibari",Comedy
228,20087,Treasure Gaust,TV,Unknown,5,False,"Jun 11, 2007 to Jun 15, 2007",5 min. per ep.,PG-13 - Teens 13 or older,4.58,24,12500.0,11680,167,0,Spring 2007,Unknown,TV Tokyo,SynergySP,Game
232,27727,Binan Koukou Chikyuu Boueibu LOVE!,TV,Original,12,False,"Jan 7, 2015 to Mar 25, 2015",24 min. per ep.,PG-13 - Teens 13 or older,7.05,20905,3358.0,1415,56161,462,Winter 2015,Wednesdays at 01:40 (JST),"Sotsu, Pony Canyon",Diomedea,"Slice of Life, Comedy, Parody, Magic, School"
236,33094,WWW.Working!!,TV,Web manga,13,False,"Oct 1, 2016 to Dec 24, 2016",23 min. per ep.,PG-13 - Teens 13 or older,7.55,39360,1514.0,1020,82352,213,Fall 2016,Saturdays at 23:30 (JST),"Aniplex, Yomiuri Telecasting, Lawson",A-1 Pictures,"Slice of Life, Comedy"
241,209,R.O.D the TV,TV,Light novel,26,False,"Sep 1, 2003 to Mar 16, 2004",25 min. per ep.,PG-13 - Teens 13 or older,7.61,22411,1339.0,1471,53314,387,Fall 2003,Unknown,"Aniplex, Studio Deen, Broccoli, Sony Music Entertainment",J.C.Staff,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power"
245,30721,Hacka Doll The Animation,TV,Other,13,False,"Oct 2, 2015 to Dec 25, 2015",7 min. per ep.,PG-13 - Teens 13 or older,6.51,10489,5553.0,2200,27988,40,Fall 2015,Fridays at 23:00 (JST),"Nihon Ad Systems, AT-X, KlockWorx, Trigger, DIVE II Entertainment, Good Smile Company, Avex Pictures, DeNA, Ichijinsha",Creators in Pack,"Comedy, Sci-Fi"
256,31699,Good Morning!!! Doronjo,TV,Original,243,False,"Mar 30, 2015 to Mar 25, 2016",1 min. per ep.,G - All Ages,5.7,23,10264.0,10937,230,0,Spring 2015,Not scheduled once per week,Nippon Television Network,Oddjob,"Comedy, Parody"
257,7593,Kiss x Sis (TV),TV,Manga,12,False,"Apr 5, 2010 to Jun 21, 2010",24 min. per ep.,R+ - Mild Nudity,6.97,175745,3680.0,224,291333,1153,Spring 2010,Unknown,Starchild Records,feel.,"Harem, Comedy, Romance, Ecchi, School, Seinen"
266,22,Tennis no Ouji-sama,TV,Manga,178,False,"Oct 10, 2001 to Mar 23, 2005",22 min. per ep.,PG-13 - Teens 13 or older,8.01,48149,550.0,806,107492,2833,Fall 2001,Unknown,"Production I.G, Nihon Ad Systems",Trans Arts,"Action, Comedy, Sports, School, Shounen"
271,6822,Ukkari Pénélope (2009),TV,Unknown,26,False,"Jun 29, 2009 to Jan 2, 2010",5 min. per ep.,G - All Ages,6.15,76,6947.0,10028,379,0,Summer 2009,Unknown,NHK,Nippon Animation,"Comedy, Slice of Life"
293,353,Ojamajo Doremi Dokkaan!,TV,Unknown,51,False,"Feb 3, 2002 to Jan 26, 2003",24 min. per ep.,G - All Ages,7.56,3552,1467.0,4014,8061,85,Winter 2002,Unknown,Asahi Broadcasting,Toei Animation,"Comedy, Magic, Shoujo"
294,26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,TV,4-koma manga,13,False,"Oct 3, 2014 to Dec 26, 2014",3 min. per ep.,PG-13 - Teens 13 or older,7.51,102220,1602.0,440,180124,569,Fall 2014,Fridays at 01:00 (JST),"DAX Production, Dream Creation",Seven,"Slice of Life, Comedy, Romance, Seinen"
295,2762,Igano Kabamaru,TV,Manga,24,False,"Oct 20, 1983 to Mar 29, 1984",23 min. per ep.,PG-13 - Teens 13 or older,8.07,2651,465.0,4412,6408,102,Fall 1983,Thursdays at 19:00 (JST),Toho,Group TAC,"Action, Adventure, Comedy, Romance, School, Shounen"
296,32792,Mobile Suit Gundam Unicorn RE:0096,TV,Novel,22,False,"Apr 3, 2016 to Sep 11, 2016",23 min. per ep.,PG-13 - Teens 13 or older,7.56,5709,1463.0,3012,15577,65,Spring 2016,Sundays at 07:00 (JST),"Bandai Visual, Sotsu, Kadokawa Shoten, Asatsu DK, Tohokushinsha Film Corporation, Nagoya TV Housou",Sunrise,"Action, Drama, Mecha, Military, Sci-Fi, Space"
297,15809,Hataraku Maou-sama!,TV,Light novel,13,False,"Apr 4, 2013 to Jun 27, 2013",24 min. per ep.,PG-13 - Teens 13 or older,7.98,389033,578.0,51,630486,6925,Spring 2013,Thursdays at 22:00 (JST),"Sotsu, Lantis, Pony Canyon, Magic Capsule, Infinite",White Fox,"Comedy, Demons, Supernatural, Romance, Fantasy"
299,3627,D.C.II S.S.: Da Capo II Second Season,TV,Visual novel,13,False,"Apr 6, 2008 to Jun 29, 2008",24 min. per ep.,PG-13 - Teens 13 or older,7.33,10514,2299.0,2470,23096,52,Spring 2008,Unknown,"Starchild Records, Lantis, GANSIS",feel.,"Fantasy, Comedy, Harem, Romance, Drama"
306,2025,Darker than Black: Kuro no Keiyakusha,TV,Original,25,False,"Apr 6, 2007 to Sep 28, 2007",24 min. per ep.,R - 17+ (violence & profanity),8.21,285107,299.0,61,563076,14200,Spring 2007,Fridays at Unknown,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic",Bones,"Action, Sci-Fi, Mystery, Super Power"
307,15125,Teekyuu,TV,Manga,12,False,"Oct 7, 2012 to Dec 23, 2012",2 min. per ep.,PG-13 - Teens 13 or older,6.71,18133,4733.0,1715,42517,168,Fall 2012,Sundays at 22:27 (JST),"DAX Production, Earth Star Entertainment",MAPPA,"Comedy, School, Shounen, Sports"
308,7193,Aoi Bungaku Series,TV,Novel,12,False,"Oct 11, 2009 to Dec 27, 2009",22 min. per ep.,R - 17+ (violence & profanity),7.84,37344,807.0,724,118834,1083,Fall 2009,Unknown,"Movic, Happinet Pictures, RAY",Madhouse,"Psychological, Historical, Thriller, Drama, Seinen"
311,13585,Natsuyuki Rendezvous,TV,Manga,11,False,"Jul 6, 2012 to Sep 14, 2012",24 min. per ep.,PG-13 - Teens 13 or older,7.34,22974,2281.0,1518,51051,179,Summer 2012,Fridays at 01:15 (JST),"Fuji TV, Toho, Sony Music Entertainment",Doga Kobo,"Supernatural, Drama, Romance, Josei"
318,35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),TV,Light novel,12,False,"Jul 12, 2017 to Sep 27, 2017",24 min. per ep.,PG-13 - Teens 13 or older,7.93,119405,668.0,354,212461,2548,Summer 2017,Wednesdays at 23:30 (JST),"Studio Hibari, Lantis, Media Factory, AT-X, Sony Music Communications, Toranoana, Kadokawa Media House, AKABEiSOFT2",Lerche,"Drama, Psychological, School, Slice of Life"
333,9074,Arakawa Under the Bridge x Bridge,TV,Manga,13,False,"Oct 4, 2010 to Dec 27, 2010",23 min. per ep.,PG-13 - Teens 13 or older,7.82,53881,837.0,855,101713,346,Fall 2010,Unknown,"Square Enix, Starchild Records, TV Tokyo Music, GANSIS",Shaft,"Comedy, Romance, Seinen"
335,446,Weiß Kreuz Glühen,TV,Unknown,13,False,"Nov 28, 2002 to Mar 20, 2003",20 min. per ep.,R - 17+ (violence & profanity),6.68,3023,4868.0,4093,7733,26,Fall 2002,Unknown,"Animate Film, Kids Station, Movic",ufotable,"Action, Drama, Shounen"
337,1693,Reideen,TV,Unknown,26,False,"Feb 4, 2007 to Aug 25, 2007",24 min. per ep.,PG-13 - Teens 13 or older,6.63,2042,5082.0,4399,6447,7,Winter 2007,Unknown,Tohokushinsha Film Corporation,Production I.G,"Action, Mecha, Sci-Fi"
343,2476,School Days,TV,Visual novel,12,False,"Jul 4, 2007 to Sep 27, 2007",25 min. per ep.,R+ - Mild Nudity,6.02,220738,7313.0,145,361605,2420,Summer 2007,Wednesdays at 02:15 (JST),"Avex Entertainment, Marvelous, Lantis, Pony Canyon",TNK,"Harem, Drama, Romance, School"
344,19871,Gaist Crusher,TV,Game,51,False,"Oct 2, 2013 to Oct 1, 2014",20 min. per ep.,PG - Children,5.91,146,7539.0,7352,1578,2,Fall 2013,Wednesdays at 18:00 (JST),"TV Tokyo, Avex Entertainment, Dentsu",Studio Pierrot,"Action, Fantasy, Supernatural"
345,18,Initial D Fourth Stage,TV,Manga,24,False,"Apr 17, 2004 to Feb 18, 2006",27 min. per ep.,PG-13 - Teens 13 or older,8.24,37675,276.0,1261,64574,588,Spring 2004,Unknown,"OB Planning, Studio Jack",A.C.G.T.,"Action, Cars, Sports, Drama, Seinen"
347,3194,Ningyohime Marina no Bouken,TV,Unknown,26,False,"Feb 2, 1991 to Jul 27, 1991",22 min. per ep.,G - All Ages,6.46,369,5767.0,8151,1068,4,Winter 1991,Saturdays at 05:00 (JST),Fuji TV,Telescreen BV,"Drama, Fantasy, Kids, Romance"
351,546,Wind: A Breath of Heart (TV),TV,Visual novel,13,False,"Jun 30, 2004 to Sep 22, 2004",12 min. per ep.,PG-13 - Teens 13 or older,6.08,3116,7162.0,3890,8735,5,Summer 2004,Unknown,"Frontier Works, Rondo Robe",Radix,"Drama, Romance, School, Supernatural"
363,2618,Takarajima,TV,Novel,26,False,"Oct 8, 1978 to Apr 1, 1979",24 min. per ep.,PG-13 - Teens 13 or older,8.09,3201,450.0,3959,8376,114,Fall 1978,Sundays at Unknown,Tokyo Movie Shinsha,"Madhouse, TMS Entertainment","Adventure, Mystery, Historical, Drama"
379,790,Ergo Proxy,TV,Original,23,False,"Feb 25, 2006 to Aug 12, 2006",25 min. per ep.,R - 17+ (violence & profanity),7.99,136841,566.0,161,342724,8663,Winter 2006,Saturdays at 19:00 (JST),"Geneon Universal Entertainment, WOWOW, Sakura Create",Manglobe,"Sci-Fi, Mystery, Psychological"
385,33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,TV,Manga,12,False,"Jan 7, 2017 to Mar 25, 2017",24 min. per ep.,PG-13 - Teens 13 or older,8.87,27311,24.0,1107,74830,1395,Winter 2017,Saturdays at 02:25 (JST),"Mainichi Broadcasting System, Kodansha, DAX Production, King Records",Studio Deen,"Drama, Historical, Josei"
395,678,Shadow Skill: Eigi,TV,Unknown,26,False,"Jul 3, 1998 to Dec 25, 1998",25 min. per ep.,PG-13 - Teens 13 or older,7.2,3287,2822.0,3794,9299,59,Summer 1998,Fridays at 01:15 (JST),Bandai Visual,Studio Deen,"Adventure, Fantasy, Magic, Martial Arts, Super Power, Drama, Shounen"
400,5041,Guin Saga,TV,Light novel,26,False,"Apr 5, 2009 to Sep 27, 2009",24 min. per ep.,PG-13 - Teens 13 or older,7.25,10848,2612.0,2055,31446,100,Spring 2009,Unknown,Aniplex,Satelight,"Adventure, Fantasy"
401,6707,Kuroshitsuji II,TV,Manga,12,False,"Jul 2, 2010 to Sep 17, 2010",24 min. per ep.,R - 17+ (violence & profanity),7.48,173199,1696.0,213,300154,3587,Summer 2010,Unknown,"Aniplex, Square Enix, Mainichi Broadcasting System",A-1 Pictures,"Action, Comedy, Demons, Supernatural, Fantasy, Shounen"
402,37320,Amai Choubatsu: Watashi wa Kanshu Senyou Pet,TV,Web manga,0,True,"Apr 2, 2018 to ?",3 min.,R+ - Mild Nudity,5.26,573,8743.0,4008,8117,28,Spring 2018,Mondays at 01:00 (JST),"Picante Circus, Suiseisha",Magic Bus,Ecchi
403,236,E&#039;s Otherwise,TV,Manga,26,False,"Apr 1, 2003 to Sep 23, 2003",23 min. per ep.,PG-13 - Teens 13 or older,6.71,5491,4700.0,3310,12960,27,Spring 2003,Tuesdays at 18:00 (JST),Sotsu,Studio Pierrot,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural"
412,24873,Juuou Mujin no Fafnir,TV,Light novel,12,False,"Jan 9, 2015 to Mar 27, 2015",24 min. per ep.,PG-13 - Teens 13 or older,6.43,41266,5879.0,972,87328,116,Winter 2015,Fridays at 02:16 (JST),"TBS, Kodansha, DAX Production, Nippon Columbia, Daiichikosho, RAY, Nichion, NichiNare",Diomedea,"Fantasy, Harem, Romance, School"
413,5984,Ristorante Paradiso,TV,Manga,11,False,"Apr 9, 2009 to Jun 25, 2009",22 min. per ep.,PG-13 - Teens 13 or older,7.45,8804,1821.0,2199,28032,124,Spring 2009,Unknown,"Fuji TV, Fuji Pacific Music Publishing, Sony PCL",David Production,"Drama, Josei, Romance, Slice of Life"
416,12191,Smile Precure!,TV,Original,48,False,"Feb 5, 2012 to Jan 27, 2013",24 min. per ep.,G - All Ages,7.2,4936,2825.0,3113,14616,203,Winter 2012,Unknown,Saban Brands,Toei Animation,"Action, Fantasy, Magic, Shoujo"
417,33018,Katsugeki/Touken Ranbu,TV,Card game,13,False,"Jul 2, 2017 to Sep 24, 2017",23 min. per ep.,PG-13 - Teens 13 or older,6.8,15083,4322.0,1130,72818,287,Summer 2017,Sundays at 00:30 (JST),"Aniplex, Nitroplus, Good Smile Company, DMM.com",ufotable,"Action, Fantasy, Historical, Samurai"
418,11061,Hunter x Hunter (2011),TV,Manga,148,False,"Oct 2, 2011 to Sep 24, 2014",23 min. per ep.,PG-13 - Teens 13 or older,9.11,403377,8.0,35,720920,64375,Fall 2011,Sundays at 10:55 (JST),"VAP, Nippon Television Network, Shueisha",Madhouse,"Action, Adventure, Super Power, Shounen"
420,23623,Non Non Biyori Repeat,TV,Manga,12,False,"Jul 7, 2015 to Sep 22, 2015",23 min. per ep.,PG-13 - Teens 13 or older,8.23,45273,286.0,921,92898,855,Summer 2015,Tuesdays at 02:05 (JST),"TV Tokyo, Lantis",Silver Link.,"Comedy, School, Seinen, Slice of Life"
422,32983,Natsume Yuujinchou Go,TV,Manga,11,False,"Oct 5, 2016 to Dec 21, 2016",23 min. per ep.,PG-13 - Teens 13 or older,8.64,31558,63.0,1038,80448,459,Fall 2016,Wednesdays at 01:35 (JST),"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha",Shuka,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo"
430,64,Rozen Maiden,TV,Manga,12,False,"Oct 8, 2004 to Dec 24, 2004",24 min. per ep.,PG-13 - Teens 13 or older,7.53,74301,1563.0,554,148187,1894,Fall 2004,Fridays at 01:55 (JST),"Mellow Head, Pony Canyon, TBS, Memory-Tech, Studio Jack",Nomad,"Action, Comedy, Drama, Magic, Seinen"
433,5682,Phantom: Requiem for the Phantom,TV,Visual novel,26,False,"Apr 3, 2009 to Sep 25, 2009",24 min. per ep.,R - 17+ (violence & profanity),8.11,83160,425.0,373,201912,3688,Spring 2009,Fridays at 02:15 (JST),Genco,Bee Train,"Action, Drama, Seinen, Thriller"
437,7176,Cheburashka Arere?,TV,Book,26,False,"Oct 7, 2009 to Mar 31, 2010",3 min. per ep.,G - All Ages,6.52,1111,5509.0,6254,2646,1,Fall 2009,Unknown,Dream Force,GoHands,"Kids, Slice of Life, Comedy"
438,1726,Devil May Cry,TV,Game,12,False,"Jun 14, 2007 to Sep 6, 2007",24 min. per ep.,R - 17+ (violence & profanity),7.11,115107,3152.0,371,203008,1506,Summer 2007,Unknown,"Media Factory, Toshiba Entertainment",Madhouse,"Action, Demons, Fantasy"
440,33300,Manga Kotowaja Jiten,TV,Unknown,88,False,"Oct 11, 1980 to Jun 13, 1982",25 min. per ep.,G - All Ages,6.38,8,11170.0,13246,87,0,Fall 1980,Unknown,TV Tokyo,Tsuchida Productions,"Comedy, Historical"
442,8277,Hyakka Ryouran: Samurai Girls,TV,Light novel,12,False,"Sep 4, 2010 to Dec 20, 2010",24 min. per ep.,R+ - Mild Nudity,6.95,56592,3736.0,712,120462,257,Fall 2010,Unknown,"Genco, Lantis, Media Factory, Movic, Hobby Japan, Showgate, Gigno Systems",Arms,"Action, Comedy, Ecchi, Harem, Samurai, School"
443,21681,Hanayamata,TV,Manga,12,False,"Jul 8, 2014 to Sep 23, 2014",24 min. per ep.,PG-13 - Teens 13 or older,7.38,25722,2112.0,1150,71644,289,Summer 2014,Tuesdays at 01:35 (JST),"TV Tokyo, Avex Entertainment, Sotsu, Movic, AT-X, DIVE II Entertainment, Bandai Namco Games",Madhouse,"Slice of Life, Comedy, School"
450,13185,Juusen Battle Monsuno,TV,Unknown,52,False,"Oct 3, 2012 to Sep 25, 2013",22 min. per ep.,PG - Children,6.52,751,5519.0,5998,2957,7,Fall 2012,Wednesdays at 18:00 (JST),"TV Tokyo, Dentsu, Dentsu Tec",Larx Entertainment,"Action, Adventure"
455,865,Kikou Senki Dragonar,TV,Original,48,False,"Feb 7, 1987 to Jan 30, 1988",24 min. per ep.,PG-13 - Teens 13 or older,6.81,452,4274.0,6266,2630,7,Winter 1987,Unknown,"Sotsu, Nagoya TV Housou",Sunrise,"Sci-Fi, Adventure, Space, Mecha"
462,19363,Gin no Saji 2nd Season,TV,Manga,11,False,"Jan 10, 2014 to Mar 28, 2014",24 min. per ep.,PG-13 - Teens 13 or older,8.33,54416,207.0,967,87685,448,Winter 2014,Fridays at 00:50 (JST),"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",A-1 Pictures,"Comedy, School, Shounen, Slice of Life"
463,35249,Uma Musume: Pretty Derby (TV),TV,Game,0,True,"Apr 2, 2018 to ?",23 min.,PG-13 - Teens 13 or older,7.2,5044,2828.0,2049,31678,85,Spring 2018,Mondays at 00:00 (JST),"Lantis, TOHO animation, Cygames",P.A. Works,Sports
465,799,Kokoro Toshokan,TV,Manga,13,False,"Oct 12, 2001 to Feb 17, 2002",24 min. per ep.,PG - Children,6.56,1314,5376.0,5159,4344,14,Fall 2001,Fridays at 01:15 (JST),Victor Entertainment,Studio Deen,"Comedy, Drama, Slice of Life"
482,1837,Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,TV,Light novel,12,False,"Jul 5, 2003 to Sep 20, 2003",24 min. per ep.,PG - Children,6.91,1499,3887.0,5291,4048,15,Summer 2003,Unknown,"Media Factory, KlockWorx, Memory-Tech, Toshiba Entertainment, Toshiba Digital Frontiers",ufotable,"Action, Sci-Fi, Adventure, Comedy, Parody, Shounen"
484,8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,TV,Light novel,12,False,"Oct 3, 2010 to Dec 19, 2010",24 min. per ep.,PG-13 - Teens 13 or older,7.34,248567,2283.0,110,419349,4188,Fall 2010,Sundays at 23:30 (JST),"Aniplex, Movic, ASCII Media Works, Jumondo",AIC Build,"Slice of Life, Comedy"
492,880,Aa! Megami-sama!: Sorezore no Tsubasa,TV,Manga,22,False,"Apr 7, 2006 to Sep 15, 2006",24 min. per ep.,PG-13 - Teens 13 or older,7.66,26659,1186.0,1565,48328,163,Spring 2006,Unknown,"TBS, Kodansha",AIC,"Comedy, Magic, Romance, Seinen, Supernatural"
493,35889,Hakata Tonkotsu Ramens,TV,Novel,12,False,"Jan 12, 2018 to Mar 30, 2018",23 min. per ep.,R - 17+ (violence & profanity),7.56,22487,1461.0,1189,69028,235,Winter 2018,Fridays at 22:30 (JST),"Sotsu, AT-X, Warner Bros., KlockWorx, ASCII Media Works, Tokyo MX, BS11",Satelight,Action
498,7639,Shounen Santa no Daibouken!,TV,Novel,24,False,"Apr 6, 1996 to Sep 21, 1996",23 min. per ep.,G - All Ages,6.14,22,12137.0,11651,168,1,Spring 1996,Saturdays at 17:00 (JST),"TBS, K-Factory",Studio Deen,"Adventure, Fantasy, Shounen"
508,31747,Oshiri Kajiri Mushi (TV) 4th Season,TV,Music,10,False,"Oct 5, 2015 to Dec 7, 2015",5 min. per ep.,G - All Ages,5.5,126,8375.0,10266,336,1,Fall 2015,Mondays at 18:25 (JST),"NHK, Sound Team Don Juan",Kinema Citrus,"Comedy, Kids"
513,2281,Jikuu Tantei Genshi-kun,TV,Original,39,False,"Oct 1, 1998 to Jun 24, 1999",25 min. per ep.,PG - Children,6.37,3241,6122.0,4404,6435,15,Fall 1998,Thursdays at 18:00 (JST),"Nihon Ad Systems, Sanrio",Group TAC,"Adventure, Comedy, Fantasy, Mystery, Sci-Fi, Shounen"
520,17624,Omakase Scrappers,TV,Unknown,39,False,"Apr 7, 1994 to Jan 5, 1995",25 min. per ep.,PG - Children,6.69,13,11608.0,12241,135,0,Spring 1994,Saturdays at 18:30 (JST),ACC Production,JCF,"Adventure, Comedy, Sci-Fi"
521,8241,Rio: Rainbow Gate!,TV,Other,13,False,"Jan 4, 2011 to Mar 29, 2011",23 min. per ep.,PG-13 - Teens 13 or older,5.97,9662,7423.0,2256,26935,29,Winter 2011,Tuesdays at Unknown,"Avex Entertainment, Pony Canyon",Xebec,"Game, Comedy, Ecchi"
546,1744,Wagamama☆Fairy Mirumo de Pon!,TV,Manga,172,False,"Apr 6, 2002 to Sep 27, 2005",21 min. per ep.,G - All Ages,7.43,4293,1915.0,3546,10915,111,Spring 2002,Unknown,Trinity Sound,Studio Hibari,"Kids, Adventure, Fantasy, Magic, Comedy, Romance, School, Drama, Shoujo"
549,33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,TV,Original,25,False,"Oct 2, 2016 to Apr 2, 2017",24 min. per ep.,R - 17+ (violence & profanity),8.26,27365,271.0,1438,55184,660,Fall 2016,Sundays at 17:00 (JST),"Sotsu, Asatsu DK, Mainichi Broadcasting System",Sunrise,"Action, Drama, Mecha, Sci-Fi, Space"
556,831,Chicchana Yukitsukai Sugar,TV,Original,24,False,"Oct 2, 2001 to Mar 26, 2002",24 min. per ep.,PG - Children,7.16,6920,2949.0,2914,16764,114,Fall 2001,Unknown,"Kadokawa Shoten, Broccoli, TBS, Pioneer LDC",J.C.Staff,"Comedy, Fantasy, Slice of Life"
559,29738,Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,TV,Unknown,10,False,"Apr 29, 2014 to Jul 8, 2014",2 min. per ep.,G - All Ages,5.0,21,10954.0,12448,125,0,Spring 2014,Unknown,"VAP, Nippon Television Network, Opera House",Tatsunoko Production,Music
569,1450,Brigadoon: Marin to Melan,TV,Original,26,False,"Jul 21, 2000 to Feb 9, 2001",24 min. per ep.,PG-13 - Teens 13 or older,7.39,1794,2100.0,4116,7657,113,Summer 2000,Unknown,Bandai Visual,Sunrise,"Adventure, Comedy, Drama, Mecha, Sci-Fi"
