,anime_id,title,type,source,episodes,airing,aired_string,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,producer,studio,genre
2171,6902,Saikyou Bushouden: Sangoku Engi,TV,Novel,52,False,"Apr 4, 2010 to Mar 27, 2011",25 min. per ep.,PG-13 - Teens 13 or older,6.95,129,3755.0,7277,1641,5,Spring 2010,Sundays at 09:30 (JST),"Hisashishi Videos, TOMY Company","Future Planet, Beijing Huihuang Animation Company",Historical
2173,329,Planetes,TV,Manga,26,False,"Oct 4, 2003 to Apr 17, 2004",25 min. per ep.,PG-13 - Teens 13 or older,8.36,46179,190.0,599,138479,2854,Fall 2003,Saturdays at 08:05 (JST),"Bandai Visual, NHK",Sunrise,"Drama, Romance, Sci-Fi, Seinen, Space"
2184,6481,Sugar Bunnies Fleur,TV,Unknown,26,False,"Apr 7, 2009 to Sep 29, 2009",11 min. per ep.,PG - Children,5.92,26,12283.0,10453,302,1,Spring 2009,Unknown,Sanrio,Asahi Production,Kids
2185,4929,Next Senki Ehrgeiz,TV,Original,12,False,"Oct 2, 1997 to Dec 25, 1997",25 min. per ep.,PG-13 - Teens 13 or older,5.61,140,8181.0,9073,651,0,Fall 1997,Thursdays at 01:15 (JST),"Bandai Visual, BeSTACK, d-rights",Studio Deen,"Action, Sci-Fi, Space, Mecha"
2189,10348,Fireball Charming,TV,Unknown,13,False,"Apr 4, 2011 to Jun 27, 2011",2 min. per ep.,G - All Ages,6.88,3510,3989.0,4424,6379,13,Spring 2011,Unknown,Walt Disney Studios,Jinnis Animation Studios,Sci-Fi
2190,126,Futakoi Alternative,TV,Original,13,False,"Apr 7, 2005 to Jun 30, 2005",24 min. per ep.,PG-13 - Teens 13 or older,6.99,9372,3593.0,2379,24641,57,Spring 2005,Unknown,Lantis,"ufotable, feel., Studio Flag","Comedy, Drama, Romance"
2201,4038,Zettai Karen Children,TV,Manga,51,False,"Apr 6, 2008 to Mar 29, 2009",24 min. per ep.,PG-13 - Teens 13 or older,7.43,7939,1916.0,2059,31400,95,Spring 2008,Sundays at Unknown,"TV Tokyo, Geneon Universal Entertainment, Shogakukan Productions, Half H.P Studio",SynergySP,"Action, Comedy, Supernatural, Shounen"
2207,33197,Lostorage Incited WIXOSS,TV,Card game,12,False,"Oct 8, 2016 to Dec 24, 2016",23 min. per ep.,R - 17+ (violence & profanity),6.8,12680,4323.0,1889,36427,67,Fall 2016,Saturdays at 00:30 (JST),Warner Bros.,J.C.Staff,"Game, Psychological"
2214,1707,Kinnikuman II Sei,TV,Manga,51,False,"Jan 9, 2002 to Dec 25, 2002",24 min. per ep.,PG-13 - Teens 13 or older,6.95,4428,3742.0,3929,8481,44,Winter 2002,Wednesdays at 18:00 (JST),"TV Tokyo, Yomiuri Advertising",Toei Animation,"Action, Sci-Fi, Comedy, Sports, Martial Arts, Shounen"
2225,33046,B-Project: Kodou*Ambitious,TV,Music,12,False,"Jul 3, 2016 to Sep 25, 2016",24 min. per ep.,PG-13 - Teens 13 or older,6.76,8176,4480.0,2328,25435,153,Summer 2016,Sundays at 00:30 (JST),"Aniplex, Movic, MAGES., Tokyo MX, Hakuhodo DY Music &amp; Pictures, BS11, Lawson, ABC Animation",A-1 Pictures,"Music, Shoujo"
2236,24909,Kaitou Joker,TV,Manga,13,False,"Oct 6, 2014 to Jan 5, 2015",24 min. per ep.,PG - Children,6.95,2513,3740.0,4018,8050,60,Fall 2014,Mondays at 19:00 (JST),"Asatsu DK, Tokyo MX",Shin-Ei Animation,"Adventure, Comedy, Mystery, Shounen"
2237,133,Green Green,TV,Visual novel,12,False,"Jul 12, 2003 to Sep 27, 2003",24 min. per ep.,R+ - Mild Nudity,6.36,53633,6155.0,935,91568,246,Summer 2003,Unknown,"Pony Canyon, Memory-Tech, Studio Jack",Studio Matrix,"Comedy, Ecchi, Romance, School, Slice of Life"
2240,18495,Kitakubu Katsudou Kiroku,TV,Manga,12,False,"Jul 5, 2013 to Oct 11, 2013",23 min. per ep.,PG-13 - Teens 13 or older,6.82,11578,4242.0,1922,35359,90,Summer 2013,Fridays at 02:43 (JST),"VAP, Nippon Television Network",Nomad,"Comedy, School, Slice of Life"
2243,603,Futari wa Precure,TV,Original,49,False,"Feb 1, 2004 to Jan 30, 2005",24 min. per ep.,G - All Ages,7.02,8798,3496.0,2470,23056,142,Winter 2004,Sundays at 08:30 (JST),"Asatsu DK, Asahi Production, Asahi Broadcasting",Toei Animation,"Action, Comedy, Magic, Fantasy, Shoujo"
2246,34262,Oushitsu Kyoushi Heine,TV,Manga,12,False,"Apr 5, 2017 to Jun 21, 2017",23 min. per ep.,PG-13 - Teens 13 or older,7.58,25259,1413.0,1343,60533,446,Spring 2017,Wednesdays at 02:05 (JST),"TV Tokyo, Square Enix, Sotsu, TV Osaka, AT-X, DAX Production, TV Tokyo Music, Avex Pictures, BS Japan, Dai Nippon Printing, Contents Seed, A-Sketch",Bridge,"Slice of Life, Comedy, Historical, Shounen"
2249,3692,Yes! Precure 5 GoGo!,TV,Original,48,False,"Feb 3, 2008 to Jan 25, 2009",24 min. per ep.,G - All Ages,7.27,1673,2544.0,4921,4868,23,Winter 2008,Sundays at 08:30 (JST),Asahi Broadcasting,Toei Animation,"Action, Magic, Fantasy, School, Shoujo"
2250,31410,Mini Van 2nd Season,TV,4-koma manga,26,False,"Oct 3, 2015 to Mar 26, 2016",3 min. per ep.,PG-13 - Teens 13 or older,6.21,34,11264.0,9440,524,0,Fall 2015,Saturdays at 10:30 (JST),HeART-BIT,DLE,"Game, Slice of Life, Comedy, Parody"
2251,6676,Asura Cryin&#039; 2,TV,Light novel,13,False,"Oct 1, 2009 to Dec 24, 2009",24 min. per ep.,PG-13 - Teens 13 or older,7.41,26499,1962.0,1542,49566,107,Fall 2009,Thursdays at 08:00 (JST),"TV Tokyo, Starchild Records, Raku High Student Council",Seven Arcs,"Action, Supernatural, Mecha"
2253,360,Himiko-den,TV,Game,12,False,"Jan 7, 1999 to Apr 1, 1999",23 min. per ep.,PG-13 - Teens 13 or older,6.32,1428,6311.0,5199,4237,3,Winter 1999,Thursdays at 01:45 (JST),"Rakuonsha, Studio Jack, Amuse, Hakuhodo, Mitsubishi, Panasonic Digital Contents",Group TAC,"Adventure, Supernatural, Drama, Fantasy"
2254,278,Viewtiful Joe,TV,Game,51,False,"Oct 2, 2004 to Sep 24, 2005",20 min. per ep.,PG-13 - Teens 13 or older,6.86,3085,4092.0,4242,7120,26,Fall 2004,Saturdays at 07:00 (JST),"TV Tokyo, MediaNet, Capcom",Group TAC,"Action, Sci-Fi, Comedy, Shounen"
2277,411,Gun x Sword,TV,Original,26,False,"Jul 4, 2005 to Dec 26, 2005",24 min. per ep.,PG-13 - Teens 13 or older,7.35,23986,2229.0,1465,53648,302,Summer 2005,Unknown,Studio Tulip,AIC A.S.T.A.,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen"
2278,30091,Chaos Dragon: Sekiryuu Seneki,TV,Game,12,False,"Jul 2, 2015 to Sep 17, 2015",24 min. per ep.,R - 17+ (violence & profanity),5.79,27465,7818.0,1062,78022,106,Summer 2015,Thursdays at 22:30 (JST),"Sotsu, TOHO animation","Silver Link., Connect","Action, Fantasy, Supernatural"
2281,34825,Keppeki Danshi! Aoyama-kun,TV,Manga,12,False,"Jul 3, 2017 to Sep 18, 2017",23 min. per ep.,PG-13 - Teens 13 or older,7.03,22742,3458.0,1389,57606,129,Summer 2017,Sundays at 00:00 (JST),"Sotsu, TMS Entertainment, Pony Canyon, KlockWorx, Tokyo MX, East Japan Marketing &amp; Communications",Studio Hibari,"Comedy, Seinen, Sports"
2282,1660,Kurogane Communication,TV,Manga,24,False,"Oct 5, 1998 to Mar 29, 1999",15 min. per ep.,R+ - Mild Nudity,6.7,928,4765.0,5620,3501,2,Fall 1998,Mondays at 19:00 (JST),Pony Canyon,APPP,"Action, Sci-Fi, Adventure, Drama"
2298,375,Bannou Bunka Neko-Musume (1998),TV,Original,12,False,"Jan 7, 1998 to Mar 25, 1998",23 min. per ep.,PG-13 - Teens 13 or older,6.63,1812,5049.0,4984,4731,6,Winter 1998,Wednesdays at 18:00 (JST),Movic,Production Reed,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen"
2301,33490,Kaitou Joker 4th Season,TV,Manga,13,False,"Oct 3, 2016 to Dec 26, 2016",24 min. per ep.,PG - Children,7.4,685,2027.0,6792,2059,14,Fall 2016,Mondays at 19:00 (JST),"Shogakukan Productions, Vega Entertainment, Asatsu DK, Kids Station, d-rights, Tokyo MX",Shin-Ei Animation,"Adventure, Mystery, Comedy, Shounen"
2311,23555,Neko no Dayan,TV,Novel,52,False,"Apr 26, 2014 to Apr 25, 2015",3 min. per ep.,G - All Ages,5.6,25,11432.0,10100,366,1,Spring 2014,Saturdays at 07:00 (JST),Sotsu,Kachidoki Studio,"Kids, Magic"
2314,13125,Shinsekai yori,TV,Novel,25,False,"Sep 29, 2012 to Mar 23, 2013",22 min. per ep.,R - 17+ (violence & profanity),8.49,157863,111.0,114,409878,16486,Fall 2012,Saturdays at 00:30 (JST),"Aniplex, TV Asahi, Pony Canyon",A-1 Pictures,"Sci-Fi, Mystery, Horror, Psychological, Supernatural, Drama"
2319,28249,Arslan Senki (TV),TV,Manga,25,False,"Apr 5, 2015 to Sep 27, 2015",24 min. per ep.,R - 17+ (violence & profanity),7.82,93359,838.0,352,212826,1192,Spring 2015,Sundays at 17:00 (JST),"Dentsu, Mainichi Broadcasting System, Kodansha, Magic Capsule, Ultra Super Pictures, Graphinica, NBCUniversal Entertainment Japan","SANZIGEN, LIDENFILMS","Action, Adventure, Historical, Drama, Fantasy, Shounen"
2327,3271,Bakutou Sengen Daigunder,TV,Original,39,False,"Apr 5, 2002 to Dec 27, 2002",21 min. per ep.,PG - Children,6.78,774,4389.0,7430,1511,4,Spring 2002,Fridays at 18:00 (JST),"TV Tokyo, Victor Entertainment",Nippon Animation,"Sci-Fi, Adventure, Mecha"
2328,3836,Meiken Jolie,TV,Novel,52,False,"Apr 7, 1981 to Jun 22, 1982",22 min. per ep.,G - All Ages,6.81,526,4281.0,7706,1325,5,Spring 1981,Unknown,"NHK, Toho",Visual 80,"Adventure, Historical"
2333,13331,Jormungand: Perfect Order,TV,Manga,12,False,"Oct 10, 2012 to Dec 26, 2012",24 min. per ep.,R+ - Mild Nudity,8.01,60717,545.0,807,107453,485,Fall 2012,Unknown,"Geneon Universal Entertainment, Shogakukan Productions",White Fox,"Action, Adventure, Seinen"
2340,33850,Nil Admirari no Tenbin,TV,Visual novel,12,True,"Apr 8, 2018 to ?",23 min. per ep.,PG-13 - Teens 13 or older,5.87,1597,7646.0,3056,15173,33,Spring 2018,Sundays at 22:00 (JST),Pony Canyon,Zero-G,"Fantasy, Historical, Romance"
2341,3313,Montana Jones,TV,Original,52,False,"Apr 2, 1994 to Apr 8, 1995",23 min. per ep.,G - All Ages,7.03,420,3468.0,8234,1022,5,Spring 1994,Saturdays at 18:10 (JST),NHK,Studio Junio,"Adventure, Comedy"
2343,1156,I: Wish You Were Here,TV,Original,4,False,"Oct 4, 2001 to Nov 24, 2001",27 min. per ep.,PG-13 - Teens 13 or older,6.15,3062,6936.0,4266,6983,10,Fall 2001,Unknown,"GDH, Media Factory",Gonzo,"Action, Drama, Mystery, Sci-Fi"
2352,17115,Pokemon Best Wishes! Season 2: Episode N,TV,Game,14,False,"Jan 17, 2013 to Apr 18, 2013",22 min. per ep.,PG - Children,6.93,9735,3819.0,2749,18780,36,Winter 2013,Thursdays at 19:00 (JST),TV Tokyo,OLM,"Action, Adventure, Comedy, Kids, Fantasy"
2361,4415,World Destruction: Sekai Bokumetsu no Rokunin,TV,Game,13,False,"Jul 8, 2008 to Sep 30, 2008",25 min. per ep.,PG-13 - Teens 13 or older,7.06,18725,3354.0,1776,40083,102,Summer 2008,Unknown,Sega,Production I.G,"Adventure, Fantasy"
2364,467,Ghost in the Shell: Stand Alone Complex,TV,Manga,26,False,"Oct 1, 2002 to Oct 1, 2003",25 min. per ep.,R - 17+ (violence & profanity),8.46,110294,124.0,273,252003,6744,Fall 2002,Unknown,"Bandai Visual, Dentsu, Victor Entertainment, Kodansha, Trilogy Future Studio, Tokuma Shoten, Nippon Television Network",Production I.G,"Action, Military, Sci-Fi, Police, Mecha, Seinen"
2382,21435,Yama no Susume: Second Season,TV,Manga,24,False,"Jul 9, 2014 to Dec 24, 2014",13 min. per ep.,PG-13 - Teens 13 or older,7.52,6212,1598.0,3000,15723,88,Summer 2014,Wednesdays at 22:00 (JST),"Earth Star Entertainment, Tokyo MX, Good Smile Company",8bit,"Adventure, Comedy, Slice of Life"
2390,1490,Ginga Tetsudou Monogatari,TV,Original,26,False,"Oct 4, 2003 to Apr 4, 2004",24 min. per ep.,PG-13 - Teens 13 or older,7.27,1882,2520.0,4176,7400,33,Fall 2003,Unknown,"Ginga Ya, Studio Kyuuma, Trilogy Future Studio",Planet,"Action, Adventure, Space, Drama, Sci-Fi"
2395,1292,Afro Samurai,TV,Original,5,False,"Jan 4, 2007 to Feb 1, 2007",27 min. per ep.,R+ - Mild Nudity,7.41,104548,1959.0,449,177098,1024,Winter 2007,Unknown,"Dentsu, Victor Entertainment, Pony Canyon, Fuji TV",Gonzo,"Action, Adventure, Samurai"
2396,21431,Gokukoku no Brynhildr,TV,Manga,13,False,"Apr 6, 2014 to Jun 29, 2014",23 min. per ep.,R+ - Mild Nudity,7.05,107809,3365.0,357,210479,895,Spring 2014,Sundays at 22:00 (JST),VAP,Arms,"Drama, Mystery, Sci-Fi, Seinen"
2399,1600,Galaxy Angel Rune,TV,Unknown,13,False,"Oct 2, 2006 to Dec 25, 2006",24 min. per ep.,PG-13 - Teens 13 or older,6.49,1081,5643.0,5347,3930,6,Fall 2006,Mondays at 02:00 (JST),"Bandai Visual, Lantis, Broccoli, Sunny Side Up",Satelight,"Sci-Fi, Comedy"
2406,33362,Starmyu 2nd Season,TV,Original,12,False,"Apr 4, 2017 to Jun 20, 2017",24 min. per ep.,PG-13 - Teens 13 or older,7.48,3043,1710.0,3719,9753,55,Spring 2017,Tuesdays at 00:00 (JST),NBCUniversal Entertainment Japan,C-Station,"Music, Slice of Life, School"
2415,34280,Gamers!,TV,Light novel,12,False,"Jul 13, 2017 to Sep 28, 2017",24 min. per ep.,PG-13 - Teens 13 or older,7.25,115831,2609.0,317,226918,1105,Summer 2017,Thursdays at 21:00 (JST),"Sony Pictures Entertainment, Frontier Works, Kadokawa Shoten, AT-X, NBCUniversal Entertainment Japan, Tokyo MX, i0+, Chugai Mining Co., Ltd., BS11",Pine Jam,"Comedy, Romance, School"
2416,22439,Hello Kitty: Ringo no Mori no Mystery,TV,Unknown,13,False,"Jan 2, 2007 to Mar 27, 2007",9 min. per ep.,PG - Children,5.76,34,10418.0,11496,180,0,Winter 2007,Unknown,Sanrio,Asahi Production,"Comedy, Kids, Mystery"
2418,17895,Golden Time,TV,Light novel,24,False,"Oct 4, 2013 to Mar 28, 2014",24 min. per ep.,PG-13 - Teens 13 or older,7.89,212700,715.0,124,398505,6382,Fall 2013,Fridays at 02:35 (JST),"Genco, Starchild Records",J.C.Staff,"Comedy, Drama, Romance"
2428,10359,Jewelpet Sunshine,TV,Original,52,False,"Apr 9, 2011 to Mar 31, 2012",25 min. per ep.,PG - Children,6.73,468,4625.0,6215,2698,14,Spring 2011,Unknown,"TV Tokyo, Sotsu, Sanrio, Studio Jack",Studio Comet,"Fantasy, Magic, Shoujo"
2431,1082,Hikari to Mizu no Daphne,TV,Original,24,False,"Jan 16, 2004 to Jul 3, 2004",24 min. per ep.,R - 17+ (violence & profanity),6.83,3354,4189.0,3671,10082,24,Winter 2004,Saturdays at 00:30 (JST),"Genco, Lantis, Toshiba Entertainment",J.C.Staff,"Sci-Fi, Mystery, Comedy, Police, Psychological, Drama, Ecchi"
2453,15613,Hakkenden: Touhou Hakken Ibun,TV,Manga,13,False,"Jan 6, 2013 to Mar 31, 2013",24 min. per ep.,PG-13 - Teens 13 or older,7.54,28735,1519.0,1114,74385,555,Winter 2013,Sundays at 02:58 (JST),"Bandai Visual, Frontier Works, Lantis, Movic, DAX Production, Sony PCL",Studio Deen,"Action, Demons, Supernatural, Fantasy, Shoujo"
2458,31174,Osomatsu-san,TV,Manga,25,False,"Oct 6, 2015 to Mar 29, 2016",23 min. per ep.,R - 17+ (violence & profanity),8.18,34618,337.0,887,97956,3161,Fall 2015,Tuesdays at 01:35 (JST),"TV Tokyo, Dentsu, Rakuonsha, Avex Pictures, Daiichi Shokai CO., LTD, Fujio Production",Studio Pierrot,"Comedy, Parody"
2459,34771,Dynamic Chord,TV,Visual novel,12,False,"Oct 6, 2017 to Dec 22, 2017",24 min. per ep.,PG-13 - Teens 13 or older,4.69,687,9271.0,4642,5669,12,Fall 2017,Fridays at 01:58 (JST),"TBS, Nippon Columbia, Zack Promotion, Overlap, Nichion, Asgard","Studio Pierrot, Pierrot Plus",Music
2469,2333,Anime Sanjuushi,TV,Novel,52,False,"Oct 9, 1987 to Feb 17, 1989",28 min. per ep.,G - All Ages,7.22,1006,2708.0,6212,2702,19,Fall 1987,Unknown,"NHK, Gakken",Studio Gallop,"Adventure, Drama, Historical, Romance"
2470,12549,"Dakara Boku wa, H ga Dekinai.",TV,Light novel,12,False,"Jul 6, 2012 to Sep 25, 2012",25 min. per ep.,R+ - Mild Nudity,6.87,123886,4030.0,302,233892,656,Summer 2012,Unknown,"Geneon Universal Entertainment, Sotsu, Lantis, AT-X, KlockWorx, Fujimi Shobo",feel.,"Comedy, Ecchi, Romance, Supernatural"
2478,5088,Fabre-sensei wa Meitantei,TV,Book,26,False,"Apr 11, 2000 to Oct 17, 2000",25 min. per ep.,PG - Children,6.38,86,6069.0,9841,417,1,Spring 2000,Tuesdays at 18:30 (JST),Enoki Films,E&amp;G Films,Mystery
2485,272,Noir,TV,Original,26,False,"Apr 6, 2001 to Sep 28, 2001",24 min. per ep.,PG-13 - Teens 13 or older,7.38,28405,2122.0,1067,77710,745,Spring 2001,Fridays at 01:15 (JST),Victor Entertainment,Bee Train,"Action, Mystery, Drama"
2487,9598,Haiyoru! Nyaruani: Remember My Love(craft-sensei),TV,Light novel,11,False,"Dec 11, 2010 to Feb 26, 2011",4 min. per ep.,PG-13 - Teens 13 or older,6.3,8709,6384.0,2616,20920,6,Winter 2011,Unknown,SoftBank Creative Corp.,DLE,"Comedy, Sci-Fi"
2489,11751,Senki Zesshou Symphogear,TV,Original,13,False,"Jan 6, 2012 to Mar 30, 2012",23 min. per ep.,PG-13 - Teens 13 or older,7.07,24908,3319.0,1280,63699,706,Winter 2012,Fridays at 23:00 (JST),"Aniplex, Memory-Tech, Dwango, Bushiroad, Good Smile Company, King Records, Kinyosha","Satelight, Encourage Films","Action, Sci-Fi, Music"
2496,3673,Nijuu Mensou no Musume,TV,Manga,22,False,"Apr 13, 2008 to Sep 28, 2008",22 min. per ep.,PG-13 - Teens 13 or older,7.62,8927,1304.0,2359,25087,149,Spring 2008,Unknown,"PRA, Sakura Create, Fuji Pacific Music Publishing","Bones, Telecom Animation Film","Action, Adventure, Mystery"
2498,31845,Masou Gakuen HxH,TV,Light novel,12,False,"Jul 6, 2016 to Sep 21, 2016",24 min. per ep.,R+ - Mild Nudity,6.43,47583,5889.0,731,117791,386,Summer 2016,Wednesdays at 00:30 (JST),"Kadokawa Shoten, AT-X, DAX Production, KBS, KlockWorx, flying DOG, Kadokawa Media House, Sun TV, TV Saitama, Chiba TV",Production IMS,"Action, Sci-Fi, Harem, Comedy, Romance, Ecchi, Fantasy, School"
2500,8630,Hidan no Aria,TV,Light novel,12,False,"Apr 15, 2011 to Jul 1, 2011",24 min. per ep.,PG-13 - Teens 13 or older,7.07,121550,3303.0,324,223899,839,Spring 2011,Unknown,"TBS, Magic Capsule, flying DOG",J.C.Staff,"Action, Comedy, Romance, School"
2513,24705,"Ore, Twintail ni Narimasu.",TV,Light novel,12,False,"Oct 10, 2014 to Dec 26, 2014",24 min. per ep.,PG-13 - Teens 13 or older,6.69,36706,4817.0,929,91843,369,Fall 2014,Fridays at 01:46 (JST),"Pony Canyon, TBS, DAX Production, Daiichikosho, Shogakukan",Production IMS,"Action, Comedy, Romance, Fantasy, School, Shounen"
2517,34915,The iDOLM@STER SideM,TV,Game,13,False,"Oct 7, 2017 to Dec 30, 2017",24 min. per ep.,PG-13 - Teens 13 or older,7.43,2913,1911.0,3539,10953,92,Fall 2017,Saturdays at 23:30 (JST),"Aniplex, Lantis, Bandai Namco Live Creative, Bandai Namco Entertainment, ABC Animation",A-1 Pictures,Music
2521,26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,TV,Manga,24,False,"Jan 10, 2015 to Jun 20, 2015",23 min. per ep.,R - 17+ (violence & profanity),8.56,121404,78.0,400,190689,4468,Winter 2015,Saturdays at 00:30 (JST),"Yomiko Advertising, Warner Bros., KlockWorx",David Production,"Action, Adventure, Drama, Shounen, Supernatural"
2522,23233,Shinmai Maou no Testament,TV,Light novel,12,False,"Jan 8, 2015 to Mar 26, 2015",23 min. per ep.,R+ - Mild Nudity,7.07,147035,3318.0,243,275407,998,Winter 2015,Thursdays at 02:00 (JST),"Kadokawa Shoten, AT-X, Nippon Columbia, Kadokawa Pictures Japan, KlockWorx, Mobcast",Production IMS,"Action, Harem, Demons, Romance, Ecchi, Fantasy"
2523,32601,12-sai.: Chicchana Mune no Tokimeki,TV,Manga,12,False,"Apr 4, 2016 to Jun 20, 2016",24 min. per ep.,PG - Children,6.57,7579,5309.0,2789,18286,40,Spring 2016,Mondays at 19:30 (JST),"Shogakukan Productions, AT-X, Nippon Columbia, Tokyo MX, Shogakukan, East Japan Marketing &amp; Communications, Sun TV",OLM,"Romance, School, Shoujo"
2527,841,Colorful,TV,Manga,16,False,"Sep 6, 1999 to Sep 30, 1999",6 min. per ep.,R+ - Mild Nudity,6.22,6352,6676.0,2944,16445,41,Summer 1999,Not scheduled once per week,TBS,"Triangle Staff, Studio Wombat","Comedy, Ecchi, Slice of Life"
2546,99,Mai-Otome,TV,Original,26,False,"Oct 7, 2005 to Mar 31, 2006",24 min. per ep.,PG-13 - Teens 13 or older,7.37,20948,2153.0,1765,40454,323,Fall 2005,Fridays at 01:30 (JST),"Bandai Visual, Lantis, TV Tokyo Music",Sunrise,"Comedy, Drama, Fantasy, Magic"
2550,32696,Fukigen na Mononokean,TV,Web manga,13,False,"Jun 28, 2016 to Sep 20, 2016",24 min. per ep.,PG-13 - Teens 13 or older,7.45,26464,1804.0,1253,65061,264,Summer 2016,Tuesdays at 23:30 (JST),"Square Enix, AT-X, Age Global Networks, Docomo Anime Store, Yomiuri TV Enterprise, Tokuma Japan Communications, Kanon Sound, RAY",Pierrot Plus,"Comedy, Demons, Supernatural"
2555,5114,Fullmetal Alchemist: Brotherhood,TV,Manga,64,False,"Apr 5, 2009 to Jul 4, 2010",24 min. per ep.,R - 17+ (violence & profanity),9.25,733592,1.0,4,1199091,106895,Spring 2009,Sundays at 17:00 (JST),"Aniplex, Square Enix, Mainichi Broadcasting System, Studio Moriken",Bones,"Action, Military, Adventure, Comedy, Drama, Magic, Fantasy, Shounen"
2561,35712,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,TV,Web manga,10,False,"Oct 12, 2017 to Dec 14, 2017",23 min. per ep.,PG-13 - Teens 13 or older,6.46,33503,5751.0,940,90422,184,Fall 2017,Thursdays at 00:30 (JST),"AT-X, Nippon Columbia, KlockWorx, Sony Music Communications, Toranoana, Glovision, Sammy, Kadokawa Media House, Production Ace, Kadokawa","Diomedea, Studio Blanc","Comedy, Ecchi, Romance, School"
2565,19959,Barbapapa (1977),TV,Picture book,48,False,"Apr 30, 1977 to Jun 14, 1977",5 min. per ep.,PG - Children,5.95,121,7447.0,10105,362,0,Spring 1977,Unknown,KSS,Topcraft,"Comedy, Fantasy, Kids"
2581,34497,Death March kara Hajimaru Isekai Kyousoukyoku,TV,Light novel,12,False,"Jan 11, 2018 to Mar 29, 2018",23 min. per ep.,PG-13 - Teens 13 or older,6.89,64085,3944.0,557,147739,733,Winter 2018,Thursdays at 23:30 (JST),"Sotsu, AT-X, DIVE II Entertainment, Tokyo MX, Avex Pictures, BS11, Kadokawa, KLab","Silver Link., Connect","Adventure, Harem, Fantasy"
2583,19257,Meganebu!,TV,Other,12,False,"Oct 7, 2013 to Dec 23, 2013",23 min. per ep.,PG-13 - Teens 13 or older,6.37,6910,6132.0,2361,24969,61,Fall 2013,Unknown,TOHO animation,Studio Deen,"Comedy, School, Slice of Life"
2584,929,Seisenshi Dunbine,TV,Original,49,False,"Feb 5, 1983 to Jan 21, 1984",24 min. per ep.,PG-13 - Teens 13 or older,7.35,1094,2257.0,4787,5266,23,Winter 1983,Unknown,"Bandai Visual, Sotsu, Nagoya TV Housou",Sunrise,"Action, Sci-Fi, Adventure, Drama, Fantasy, Mecha"
2585,1021,Kaikan Phrase,TV,Manga,44,False,"Apr 20, 1999 to Mar 25, 2000",24 min. per ep.,PG-13 - Teens 13 or older,7.51,2871,1614.0,3792,9319,111,Spring 1999,Unknown,"TV Tokyo, Shogakukan Productions",Studio Hibari,"Drama, Music, Romance, Shoujo"
2590,23787,Hi☆sCoool! SeHa Girls,TV,Other,13,False,"Oct 8, 2014 to Dec 24, 2014",11 min. per ep.,PG-13 - Teens 13 or older,6.57,3730,5326.0,3877,8835,33,Fall 2014,Wednesdays at 22:00 (JST),Sega,TMS Entertainment,"Comedy, Game"
2592,668,Koi Koi 7,TV,Manga,13,False,"Apr 2, 2005 to Jun 25, 2005",25 min. per ep.,R+ - Mild Nudity,5.89,4201,7588.0,3425,11837,15,Spring 2005,Saturdays at 01:30 (JST),Trinet Entertainment,Studio Flag,"Comedy, Harem, Romance"
2596,31417,Binan Koukou Chikyuu Boueibu LOVE! LOVE!,TV,Original,12,False,"Jul 8, 2016 to Sep 23, 2016",24 min. per ep.,PG-13 - Teens 13 or older,7.21,6071,2761.0,2792,18248,89,Summer 2016,Fridays at 02:35 (JST),Pony Canyon,Studio Comet,"Slice of Life, Comedy, Parody, Magic, School"
2603,31588,All Out!!,TV,Manga,25,False,"Oct 7, 2016 to Mar 31, 2017",24 min. per ep.,PG-13 - Teens 13 or older,7.21,22981,2757.0,1309,61960,213,Fall 2016,Fridays at 00:00 (JST),"Telecom Animation Film, Mainichi Broadcasting System, Kodansha, Asmik Ace Entertainment, Sony Music Entertainment","Madhouse, TMS Entertainment","Sports, School, Seinen"
2604,1604,Katekyo Hitman Reborn!,TV,Manga,203,False,"Oct 7, 2006 to Sep 25, 2010",24 min. per ep.,PG-13 - Teens 13 or older,8.31,145865,230.0,173,332312,13899,Fall 2006,Saturdays at 10:30 (JST),"TV Tokyo, Dentsu, Marvelous, Pony Canyon, d-rights",Artland,"Action, Comedy, Shounen, Super Power"
2608,25,Sunabouzu,TV,Manga,24,False,"Oct 6, 2004 to Mar 30, 2005",24 min. per ep.,R - 17+ (violence & profanity),7.52,34377,1586.0,1008,83603,638,Fall 2004,Unknown,"GDH, Pony Canyon, CBC",Gonzo,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen"
2614,4548,Yozakura Quartet,TV,Manga,12,False,"Oct 3, 2008 to Dec 19, 2008",24 min. per ep.,PG-13 - Teens 13 or older,6.92,24250,3863.0,947,89430,147,Fall 2008,Unknown,TBS,Nomad,"Action, Magic, Comedy, Super Power, Supernatural, Shounen"
